MATNR,QUANTITY,WADAT_IST,CHANGED_FROM,CHANGED_TO,KEY,WERKS,SOURCE_TYPE,ALL_PRODUCTION_PLANT,OPTIMAL_SOURCE_LOCATION,CHARG,VGBEL,DD_FLAG,EINDT,vdatu,REFERENCE,DPG,matkl
7600107,40.0,2025-03-31,DE13,DE02,Plant Movement,,Single,,,GENERIC,4508582141,NO,2025-03-31,,1001304325973000210,,50101
7600024,40.0,2025-03-31,DE13,DE02,Plant Movement,,Single,,,GENERIC,4508582141,NO,2025-03-31,,1001304325973000170,,5010102
7600026,15.0,2025-03-31,DE13,DE02,Plant Movement,,Single,,,GENERIC,4508582141,NO,2025-03-31,,1001304325973000050,,5010102
7600014,80.0,2025-03-31,DE13,DE02,Plant Movement,,Single,,,GENERIC,4508582141,NO,2025-03-31,,1001304325973000110,,5010102
7600113,40.0,2025-03-31,DE13,DE02,Plant Movement,,Single,,,GENERIC,4508582141,NO,2025-03-31,,1001304325973000230,,50101
7600115,45.0,2025-03-31,DE13,DE02,Plant Movement,,Single,,,GENERIC,4508582141,NO,2025-03-31,,1001304325973000010,,50101
7600017,80.0,2025-03-31,DE13,DE02,Plant Movement,,Single,,,GENERIC,4508582141,NO,2025-03-31,,1001304325973000150,,5010102
92178,14.0,2025-03-31,FR11,FR10,Plant Movement,FR11,Single,FR11,FR11,Y032895403,4508582644,NO,2025-04-01,,1001304326594900002,,5011206
92178,2.0,2025-03-31,FR11,FR10,Plant Movement,FR11,Single,FR11,FR11,Y032895403,4508582645,NO,2025-04-01,,1001304326595900005,,5011206
89471,12.0,2025-03-31,FR11,FR10,Plant Movement,FR11,Single,FR11,FR11,Y031295301,4508582648,NO,2025-04-01,,1001304326598900002,,5011209
92178,10.0,2025-03-31,FR11,FR10,Plant Movement,FR11,Single,FR11,FR11,Y031195403,4508582645,NO,2025-04-01,,1001304326595900004,,5011206
92178,12.0,2025-03-31,FR11,FR10,Plant Movement,FR11,Single,FR11,FR11,Y032995402,4508582644,NO,2025-04-01,,1001304326594900003,,5011206
71012,8.0,2025-03-31,FR11,FR10,Plant Movement,FR11,Single,FR11,FR11,Y031495303,4508582647,NO,2025-04-01,,1001304326597900003,,5011206
92178,12.0,2025-03-31,FR11,FR10,Plant Movement,FR11,Single,FR11,FR11,Y031295401,4508582645,NO,2025-04-01,,1001304326595900007,,5011206
92178,2.0,2025-03-31,FR11,FR10,Plant Movement,FR11,Single,FR11,FR11,Y031295401,4508582644,NO,2025-04-01,,1001304326594900005,,5011206
92178,10.0,2025-03-31,FR11,FR10,Plant Movement,FR11,Single,FR11,FR11,Y031195402,4508582645,NO,2025-04-01,,1001304326595900003,,5011206
71012,20.0,2025-03-31,FR11,FR10,Plant Movement,FR11,Single,FR11,FR11,Y031795303,4508582647,NO,2025-04-01,,1001304326597900004,,5011206
92178,2.0,2025-03-31,FR11,FR10,Plant Movement,FR11,Single,FR11,FR11,Y031095401,4508582645,NO,2025-04-01,,1001304326595900001,,5011206
92178,34.0,2025-03-31,FR11,FR10,Plant Movement,FR11,Single,FR11,FR11,Y032995401,4508582644,NO,2025-04-01,,1001304326594900001,,5011206
71012,8.0,2025-03-31,FR11,FR10,Plant Movement,FR11,Single,FR11,FR11,Y031895301,4508582647,NO,2025-04-01,,1001304326597900002,,5011206
71012,4.0,2025-03-31,FR11,FR10,Plant Movement,FR11,Single,FR11,FR11,Y031895301,4508582645,NO,2025-04-01,,1001304326595900009,,5011206
92178,2.0,2025-03-31,FR11,FR10,Plant Movement,FR11,Single,FR11,FR11,Y031095402,4508582645,NO,2025-04-01,,1001304326595900002,,5011206
7544406,72.0,2025-04-01,BE10,BE06,Plant Movement,,Single,,,GENERIC,4508582980,NO,2025-04-01,,1001304328086900012,,5010202
10611,2.0,2025-04-01,BE10,BE07,Plant Movement,NL02,Single,NL02,,GENERIC,4508584209,NO,2025-04-01,,1001304328088900004,,5011206
7515225,28.0,2025-04-03,BE06,BE10,Plant Movement,,Single,,,GENERIC,4508585093,NO,2025-04-01,,1001304328420900003,,5010201
7561145,10.0,2025-04-03,BE06,BE10,Plant Movement,,Single,,,GENERIC,4508585093,NO,2025-04-01,,1001304328420900004,,50114
59896,16.0,2025-04-01,BE10,BE07,Plant Movement,,Single,,BE02,GENERIC,4508584209,NO,2025-04-01,,1001304328088900001,,5011217
104118,144.0,2025-03-28,DE06,IT11,Plant Movement,DE06,Single,DE06,DE06,GENERIC,4508572106,NO,2025-04-01,,1001304322149900005,,5011218
104118,576.0,2025-03-28,DE06,IT11,Plant Movement,DE06,Single,DE06,DE06,GENERIC,4508572110,NO,2025-04-01,,1001304322153900002,,5011218
6532,840.0,2025-03-28,DE06,IT11,Plant Movement,DE06,Single,DE06,DE06,GENERIC,4508572106,NO,2025-04-01,,1001304322149900002,,5011226
98009,2160.0,2025-03-28,DE06,IT11,Plant Movement,DE06,Single,DE06,DE06,GENERIC,4508572109,NO,2025-04-01,,1001304322152900002,,5011201
98009,1296.0,2025-03-28,DE06,IT11,Plant Movement,DE06,Single,DE06,DE06,GENERIC,4508572110,NO,2025-04-01,,1001304322153900003,,5011201
98009,1584.0,2025-03-28,DE06,IT11,Plant Movement,DE06,Single,DE06,DE06,GENERIC,4508572105,NO,2025-04-01,,1001304322148900003,,5011201
98009,144.0,2025-03-28,DE06,IT11,Plant Movement,DE06,Single,DE06,DE06,GENERIC,4508572106,NO,2025-04-01,,1001304322149900001,,5011201
98009,2088.0,2025-03-28,DE06,IT11,Plant Movement,DE06,Single,DE06,DE06,GENERIC,4508572107,NO,2025-04-01,,1001304322150900002,,5011201
98009,2160.0,2025-03-28,DE06,IT11,Plant Movement,DE06,Single,DE06,DE06,GENERIC,4508572111,NO,2025-04-01,,1001304322154900002,,5011201
101300,252.0,2025-03-28,DE06,IT11,Plant Movement,DE06,Single,DE06,DE06,GENERIC,4508572110,NO,2025-04-01,,1001304322153900001,,5011226
101300,315.0,2025-03-28,DE06,IT11,Plant Movement,DE06,Single,DE06,DE06,GENERIC,4508572106,NO,2025-04-01,,1001304322149900003,,5011226
101300,1890.0,2025-03-28,DE06,IT11,Plant Movement,DE06,Single,DE06,DE06,GENERIC,4508572108,NO,2025-04-01,,1001304322151900001,,5011226
101300,567.0,2025-03-28,DE06,IT11,Plant Movement,DE06,Single,DE06,DE06,GENERIC,4508572105,NO,2025-04-01,,1001304322148900001,,5011226
5715,720.0,2025-03-31,DE10,DE05,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508586002,NO,2025-04-01,,1001304328616900001,,5011220
5710,640.0,2025-03-31,DE10,DE05,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508586002,NO,2025-04-01,,1001304328616900002,,5011220
5689,1360.0,2025-04-02,DE10,DE05,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508582731,NO,2025-04-02,,1001304326501900001,,5011220
5715,40.0,2025-04-01,DE13,DE06,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508587116,NO,2025-04-01,,1001304329535000190,,5011220
83743,40.0,2025-04-01,DE13,DE06,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508587116,NO,2025-04-01,,1001304329535000210,,5011201
5691,40.0,2025-04-01,DE13,DE06,Plant Movement,DE02,Single,"DE02,DE05",DE02,GENERIC,4508587116,NO,2025-04-01,,1001304329535000150,,5011201
5689,40.0,2025-04-01,DE13,DE06,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508587116,NO,2025-04-01,,1001304329535000170,,5011220
6485,920.0,2025-03-31,DE06,DE05,Plant Movement,DE06,Single,DE06,DE06,GENERIC,4508586266,NO,2025-04-01,,1001304328844900003,,5011204
99419,40.0,2025-03-31,DE06,DE05,Plant Movement,DE06,Single,DE06,DE06,GENERIC,4508586266,NO,2025-04-01,,1001304328844900005,,5011226
21389,82.0,2025-03-31,DE06,DE05,Plant Movement,DE06,Single,DE06,DE06,GENERIC,4508586266,NO,2025-04-01,,1001304328844900001,,5011226
47035,120.0,2025-03-31,DE06,DE05,Plant Movement,DE06,Single,DE06,DE06,GENERIC,4508586266,NO,2025-04-01,,1001304328844900004,,5011219
86461,182.0,2025-03-25,DE02,GB01,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574498,NO,2025-04-01,,1001304323418000010,,5011204
86462,910.0,2025-03-25,DE02,GB01,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574498,NO,2025-04-01,,1001304323418000020,,5011204
86463,1540.0,2025-03-25,DE02,GB01,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574498,NO,2025-04-01,,1001304323418000030,,5011204
21412,126.0,2025-04-01,DE06,LU05,Plant Movement,DE06,Single,DE06,DE06,GENERIC,4508568584,NO,2025-04-01,,1001304320102900007,,5011214
7542501,32.0,2025-04-01,BE10,BE06,Plant Movement,,Single,,,GENERIC,4508582980,NO,2025-04-01,,1001304328086900007,,5010105
7515604,10.0,2025-04-01,BE10,BE06,Plant Movement,,Single,,,GENERIC,4508582980,NO,2025-04-01,,1001304328086900008,,5011206
107578,20.0,2025-04-01,BE10,BE05,Plant Movement,BE04,Single,BE04,,GENERIC,4508583525,NO,2025-04-01,,1001304328087900009,,5011206
7561632,10.0,2025-04-03,BE06,BE10,Plant Movement,,Single,,,GENERIC,4508585093,NO,2025-04-01,,1001304328420900005,,50114
11766,20.0,2025-04-01,BE10,BE06,Plant Movement,NL02,Single,NL02,BE02,GENERIC,4508582980,NO,2025-04-01,,1001304328086900005,,5011201
10533,10.0,2025-04-01,BE10,BE06,Plant Movement,BE04,Single,BE04,,GENERIC,4508582980,NO,2025-04-01,,1001304328086900002,,5011209
97409,3069.0,2025-03-27,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574152,NO,2025-04-03,,1001304321916900001,,5011201
97409,2772.0,2025-03-27,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574129,NO,2025-04-03,,1001304321893900001,,5011201
97409,3069.0,2025-03-27,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574158,NO,2025-04-03,,1001304321922900001,,5011201
93003,1750.0,2025-03-27,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574207,NO,2025-04-03,,1001304321971900004,,5011201
93003,1890.0,2025-03-27,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574178,NO,2025-04-03,,1001304321942900003,,5011201
93003,1400.0,2025-03-27,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574163,NO,2025-04-03,,1001304321927900004,,5011201
93003,1750.0,2025-03-27,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574175,NO,2025-04-03,,1001304321939900003,,5011201
93003,1750.0,2025-03-27,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574186,NO,2025-04-03,,1001304321950900004,,5011201
93003,1890.0,2025-03-27,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574165,NO,2025-04-03,,1001304321929900003,,5011201
93003,1750.0,2025-03-27,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574216,NO,2025-04-03,,1001304323480900003,,5011201
98211,18.0,2025-03-27,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574129,NO,2025-04-03,,1001304321893900002,,5011201
98211,42.0,2025-03-27,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574216,NO,2025-04-03,,1001304323480900002,,5011201
98211,108.0,2025-03-27,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574186,NO,2025-04-03,,1001304321950900002,,5011201
98211,72.0,2025-03-28,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574161,NO,2025-04-03,,1001304321925900002,,5011201
98211,108.0,2025-03-27,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574207,NO,2025-04-03,,1001304321971900002,,5011201
98211,108.0,2025-03-27,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574175,NO,2025-04-03,,1001304321939900002,,5011201
105819,1872.0,2025-03-28,DE02,CH01,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508584192,NO,2025-04-01,,1001304327899000010,,5011218
60623,1536.0,2025-03-31,DE08,DE10,Plant Movement,DE08,Single,DE08,DE02,GENERIC,4508585434,YES,2025-04-01,,1001304328490900001,,5011218
92379,10.0,2025-04-01,BE10,BE06,Plant Movement,BE02,Single,BE02,BE02,GENERIC,4508582980,NO,2025-04-01,,1001304328086900006,,5011216
91707,30.0,2025-04-01,BE10,BE06,Plant Movement,BE04,Single,BE04,BE04,GENERIC,4508582980,NO,2025-04-01,,1001304328086900004,,5011201
7601716,4.0,2025-04-01,BE10,BE07,Plant Movement,,Single,,,GENERIC,4508584209,NO,2025-04-01,,1001304328088900007,,5010202
66989,30.0,2025-04-01,BE10,BE05,Plant Movement,NL02,Single,NL02,BE02,GENERIC,4508583525,NO,2025-04-01,,1001304328087900001,,5011217
98211,66.0,2025-03-27,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574178,NO,2025-04-03,,1001304321942900002,,5011201
98211,18.0,2025-03-27,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574152,NO,2025-04-03,,1001304321916900002,,5011201
98211,18.0,2025-03-27,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574158,NO,2025-04-03,,1001304321922900002,,5011201
98211,42.0,2025-03-27,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574163,NO,2025-04-03,,1001304321927900003,,5011201
105356,2142.0,2025-03-28,DE02,IT12,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574168,NO,2025-04-03,,1001304321932900001,,5011201
76934,3240.0,2025-03-31,DE10,DE48,Plant Movement,BE03,Single,BE03,BE21,GENERIC,4508583843,NO,2025-04-02,,1001304327106900001,,5011218
47035,320.0,2025-04-01,DE06,LU05,Plant Movement,DE06,Single,DE06,DE06,GENERIC,4508568584,NO,2025-04-01,,1001304320102900005,,5011219
7515807,20.0,2025-04-03,BE06,BE10,Plant Movement,,Single,,,GENERIC,4508585093,NO,2025-04-01,,1001304328420900002,,5011217
20614,2.0,2025-04-01,BE10,BE07,Plant Movement,NL02,Single,NL02,,GENERIC,4508584209,NO,2025-04-01,,1001304328088900005,,5011206
63627,10.0,2025-04-01,BE10,BE05,Plant Movement,,Single,"BE03,BE51",,GENERIC,4508583525,NO,2025-04-01,,1001304328087900007,,5011205
89304,5.0,2025-04-01,BE10,BE07,Plant Movement,BE02,Single,BE02,,GENERIC,4508584209,NO,2025-04-01,,1001304328088900003,,5011214
104961,20.0,2025-04-01,BE10,BE05,Plant Movement,BE03,Single,"BE03,FR11",BE02,GENERIC,4508583525,NO,2025-04-01,,1001304328087900012,,5011217
10958,20.0,2025-04-01,BE10,BE06,Plant Movement,,Single,BE02,BE02,GENERIC,4508582980,NO,2025-04-01,,1001304328086900003,,5011205
7545930,5.0,2025-04-03,BE06,BE10,Plant Movement,,Single,,,GENERIC,4508585093,NO,2025-04-01,,1001304328420900007,,5011217
7507846,2.0,2025-04-01,BE10,BE06,Plant Movement,,Single,,,GENERIC,4508582980,NO,2025-04-01,,1001304328086900009,,5010102
75762,10.0,2025-04-01,BE10,BE05,Plant Movement,BE04,Single,"BE02,BE04",BE02,GENERIC,4508583525,NO,2025-04-01,,1001304328087900008,,5011201
104115,2170.0,2025-03-24,DE02,IT11,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574132,NO,2025-04-03,,1001304321896900001,,5011218
104115,1960.0,2025-03-24,DE02,IT11,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574180,NO,2025-04-03,,1001304321944900001,,5011218
104115,560.0,2025-03-24,DE02,IT11,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574281,NO,2025-04-03,,1001304323545900001,,5011218
104115,280.0,2025-03-24,DE02,IT11,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574254,NO,2025-04-03,,1001304323518900001,,5011218
104115,2100.0,2025-03-24,DE02,IT11,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574231,NO,2025-04-03,,1001304323495900001,,5011218
104115,2100.0,2025-03-24,DE02,IT11,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574221,NO,2025-04-03,,1001304323485900001,,5011218
104115,2170.0,2025-03-24,DE02,IT11,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574125,NO,2025-04-03,,1001304321889900001,,5011218
104115,2100.0,2025-03-24,DE02,IT11,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508574227,NO,2025-04-03,,1001304323491900001,,5011218
60623,1488.0,2025-03-28,DE08,AT02,Plant Movement,DE08,Single,DE08,,GENERIC,4508574727,YES,2025-04-01,,1001304323343900001,,5011218
60623,1488.0,2025-03-28,DE08,AT02,Plant Movement,DE08,Single,DE08,,GENERIC,4508574722,YES,2025-04-01,,1001304323338900001,,5011218
60623,1488.0,2025-03-31,DE08,AT02,Plant Movement,DE08,Single,DE08,,GENERIC,4508574723,YES,2025-04-01,,1001304323339900001,,5011218
60623,864.0,2025-03-28,DE08,AT02,Plant Movement,DE08,Single,DE08,,GENERIC,4508574724,YES,2025-04-01,,1001304323340900001,,5011218
78564,560.0,2025-03-28,DE08,AT02,Plant Movement,DE08,Single,DE08,,GENERIC,4508574724,YES,2025-04-01,,1001304323340900002,,5011218
40315,40.0,2025-04-01,DE13,DE06,Plant Movement,DE06,Single,DE06,,GENERIC,4508587116,NO,2025-04-01,,1001304329535000030,,5011214
99418,40.0,2025-04-01,DE13,DE06,Plant Movement,DE06,Single,DE06,,GENERIC,4508587116,NO,2025-04-01,,1001304329535000370,,5011226
32438,80.0,2025-04-01,DE13,DE06,Plant Movement,DE06,Single,DE06,,GENERIC,4508587116,NO,2025-04-01,,1001304329535000050,,5011214
3493,240.0,2025-04-01,DE13,DE06,Plant Movement,DE06,Single,"DE05,DE06",DE46,GENERIC,4508587116,NO,2025-04-01,,1001304329535000010,,5011214
73296,160.0,2025-04-01,DE13,DE06,Plant Movement,DE06,Single,DE06,DE46,GENERIC,4508587116,NO,2025-04-01,,1001304329535900002,,5011226
73296,80.0,2025-04-01,DE13,DE06,Plant Movement,DE06,Single,DE06,DE46,GENERIC,4508587116,NO,2025-04-01,,1001304329535900001,,5011226
6540,40.0,2025-04-01,DE13,DE06,Plant Movement,DE06,Single,DE06,,GENERIC,4508587116,NO,2025-04-01,,1001304329535000330,,5011221
6541,80.0,2025-04-01,DE13,DE06,Plant Movement,DE06,Single,DE06,DE46,GENERIC,4508587116,NO,2025-04-01,,1001304329535000310,,5011204
6485,40.0,2025-04-01,DE13,DE06,Plant Movement,DE06,Single,DE06,DE46,GENERIC,4508587116,NO,2025-04-01,,1001304329535000070,,5011204
51425,40.0,2025-04-01,DE13,DE06,Plant Movement,DE06,Single,DE06,DE46,GENERIC,4508587116,NO,2025-04-01,,1001304329535000130,,5011218
46997,40.0,2025-04-01,DE13,DE06,Plant Movement,DE06,Single,DE06,DE46,GENERIC,4508587116,NO,2025-04-01,,1001304329535000090,,5011219
6490,40.0,2025-04-01,DE13,DE06,Plant Movement,DE06,Single,DE06,DE46,GENERIC,4508587116,NO,2025-04-01,,1001304329535000110,,5011214
6532,120.0,2025-04-01,DE13,DE06,Plant Movement,DE06,Single,DE06,DE46,GENERIC,4508587116,NO,2025-04-01,,1001304329535000290,,5011226
88363,192.0,2025-03-31,DE05,DE02,Plant Movement,DE05,Single,DE05,DE05,GENERIC,4508586100,NO,2025-04-01,,1001304328425900003,,5011218
31604,192.0,2025-03-31,DE05,DE02,Plant Movement,DE05,Single,DE05,DE05,GENERIC,4508586100,NO,2025-04-01,,1001304328425900002,,5011206
64394,96.0,2025-03-31,DE05,DE02,Plant Movement,DE05,Single,DE05,DE05,GENERIC,4508586100,NO,2025-04-01,,1001304328425900001,,5011206
3493,1240.0,2025-03-31,DE06,DE46,Plant Movement,DE06,Single,"DE05,DE06",DE06,GENERIC,4508584890,NO,2025-04-01,,1001304328485900001,,5011214
3493,1240.0,2025-03-31,DE06,DE46,Plant Movement,DE06,Single,"DE05,DE06",DE06,GENERIC,4508584886,NO,2025-04-01,,1001304328484900001,,5011214
3493,1240.0,2025-03-31,DE06,DE46,Plant Movement,DE06,Single,"DE05,DE06",DE06,GENERIC,4508584902,NO,2025-04-01,,1001304328488900001,,5011214
3493,1240.0,2025-03-31,DE06,DE46,Plant Movement,DE06,Single,"DE05,DE06",DE06,GENERIC,4508584894,NO,2025-04-01,,1001304328486900001,,5011214
3493,1240.0,2025-03-31,DE06,DE46,Plant Movement,DE06,Single,"DE05,DE06",DE06,GENERIC,4508584898,NO,2025-04-01,,1001304328487900001,,5011214
3493,1240.0,2025-03-31,DE06,DE46,Plant Movement,DE06,Single,"DE05,DE06",DE06,GENERIC,4508584905,NO,2025-04-01,,1001304328489900001,,5011214
5715,1360.0,2025-03-31,DE02,DE10,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508585776,NO,2025-04-01,,1001304328493900001,,5011220
5715,1360.0,2025-03-31,DE02,DE10,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508585778,NO,2025-04-01,,1001304328494900001,,5011220
5713,1360.0,2025-03-31,DE02,DE10,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508585775,NO,2025-04-01,,1001304328492900001,,5011204
5713,1360.0,2025-03-31,DE02,DE10,Plant Movement,DE02,Single,DE02,DE02,GENERIC,4508585773,NO,2025-04-01,,1001304328491900001,,5011204
